	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
5267	5310	main-news	headlines	2015	891	none	none	Rio airport workers strike on eve of FIFA World Cup	Rio de Janeiro airport workers strike on eve of World Cup	5.0
1684	1684	main-captions	images	2015	549	none	none	Man in red shorts and white shirt kicking a soccer ball.	A black dog stands in the surf holding a red rubber ball.	0.0
3516	3559	main-news	deft-news	2014	109	none	none	arms smugglers and drug cartels must be eliminated from southeast asia.	arms smugglers and drug cartels abet terrorists.	2.8
4378	4421	main-news	headlines	2014	94	none	none	Russia unveils $30 billion oil link to Pacific	Russia unveils $25bn oil link to Pacific	3.4
5574	5617	main-news	headlines	2016	569	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	UN warns of plight of women, children in Syria's Homs	UNICEF calls for immediate safe access to women, children in Homs	3.0
3962	4005	main-news	headlines	2013	318	none	none	FACTBOX-Security developments in Iraq, February 1	FACTBOX-Security developments in Pakistan, March 13	1.6
455	455	main-captions	MSRvid	2012test	688	none	none	A woman is speaking in sign language.	A woman spices some seafood.	0.643
4305	4348	main-news	headlines	2014	2	none	none	Weak earnings drag stocks lower	Weak earnings drag stocks lower on Wall Street	3.8
2207	2210	main-forum	deft-forum	2014	210	none	none	Unless it's different in different countries?	So, short form, yes, it probably is different in different countries.	3.6
2741	2765	main-news	MSRpar	2012test	475	none	none	South Africa has the world's highest caseload with 4.7 million people infected with HIV or AIDS.	With 4.7 million people infected with HIV or AIDS, South Africa has the world's highest AIDS caseload.	5.0
826	826	main-captions	MSRvid	2012train	488	none	none	Someone is cutting a circle out of a pink sheet of paper.	Someone is pouring tomato sauce into a pot of meat.	0.2
3203	3229	main-news	MSRpar	2012train	433	none	none	A jury convicted rapper C-Murder, also known as Corey Miller, of second-degree murder Tuesday night in the shooting death of a 16-year-old in a Jefferson Parish nightclub.	Rapper C-Murder has been convicted of second-degree murder, a crime that carries an automatic life sentence, in the shooting death of a 16-year-old inside a Jefferson Parish nightclub.	3.6
1269	1269	main-captions	images	2014	393	none	none	A young boy coloring with a red and blue crayon.	A young blonde girl in riding gear sits on top of a gray and white horse.	0.0
5003	5046	main-news	headlines	2015	223	none	none	China stock index futures close lower -- April 23	China stock index futures close higher -- Dec. 4	2.2
4671	4714	main-news	headlines	2014	453	none	none	Obama mourns death of icon Nelson Mandela	South Africans mourn, celebrate Mandela	1.8
2237	2240	main-forum	deft-forum	2014	240	none	none	How would Martin not know that that was not the case?	How would Martin or anyone else know his intentions based on his actions?	2.4
80	80	main-captions	MSRvid	2012test	117	none	none	A boy is singing and playing the piano.	A boy is playing the piano.	3.0
326	326	main-captions	MSRvid	2012test	489	none	none	A woman swims underwater.	A woman is swimming.	3.8
330	330	main-captions	MSRvid	2012test	494	none	none	A woman is resting in a floating raft.	A woman relaxes in an inner tube.	3.8
4493	4536	main-news	headlines	2014	234	none	none	Car bomb kills one and wounds five in Benghazi	Car bomb hits Libyan Foreign Ministry in Benghazi	3.0
891	891	main-captions	MSRvid	2012train	584	none	none	A woman shoots a shotgun.	The woman is shooting a rifle.	2.8
5337	5380	main-news	headlines	2015	1057	none	none	Egypt court sentences 10 Brotherhood supporters to death - sources	Turkish PM tells supporters to prepare for rallies	0.2
3674	3717	main-news	deft-news	2014	267	none	none	russia may pull out of the treaty if the us and other nato allies refuse to ratify the amended version.	warned that russia would withdraw from the treaty if western nations refuse to ratify its amended version.	4.4
4515	4558	main-news	headlines	2014	263	none	none	Stocks soar on Wall St lead	Stocks slump on Wall Street	1.6
1624	1624	main-captions	images	2015	384	none	none	An elderly man in a blue shirt is holding up a piece of canvas art.	A black man is walking next to a building in a big city.	0.0
3775	3818	main-news	headlines	2013	87	none	none	No damage, tsunami after 6.6 quake hits off Indonesia's Sumatra	5.9 quake hits Indonesia s Sumatra: USGS	1.6
73	73	main-captions	MSRvid	2012test	110	none	none	A man is playing the piano.	A man is playing the trumpet.	1.6
2967	2991	main-news	MSRpar	2012train	56	none	none	Excluding the charges, analysts, on average, expected a loss of 11 cents a share.	Analysts polled by Thomson Financial First Call had been expected to see a loss of about 11 cents a share from continuing operations.	3.8
3476	3519	main-news	deft-news	2014	69	none	none	abuja is the capital of	tskhinvali is the capital of georgia.	0.8
3819	3862	main-news	headlines	2013	141	none	none	Saudi Arabia arrests suspected militants with al-Qaeda links	Saudi Arabia arrests suspected militants, state media reports	4.0
737	737	main-captions	MSRvid	2012train	348	none	none	A man is eating bread.	A man is playing flute.	0.8
528	528	main-captions	MSRvid	2012train	55	none	none	A person folds a tortilla.	A man folds a tortilla.	3.5
5385	5428	main-news	headlines	2015	1184	none	none	Gunmen kill 15 Libyan soldiers	Gunmen kill 3 Lebanese troops near Syria	2.4
4971	5014	main-news	headlines	2015	152	none	none	World's oldest man dies at 116	World's oldest ever man dies aged 116	4.6
186	186	main-captions	MSRvid	2012test	274	none	none	An orangutan is riding a bus.	A monkey is riding on a bus.	3.6
15	15	main-captions	MSRvid	2012test	22	none	none	A dog is trying to get bacon off his back.	A dog is trying to eat the bacon on its back.	3.75
2400	2403	main-forum	deft-forum	2014	403	none	none	Evolution is not an opinion, not a belief.	Atomic theory is not an opinion, not a belief.	1.6
5301	5344	main-news	headlines	2015	965	none	none	Queen visits Britain's new prince	Queen meets Britain's new baby prince	5.0
576	576	main-captions	MSRvid	2012train	121	none	none	A man is praying.	A man is running.	0.727
299	299	main-captions	MSRvid	2012test	445	none	none	A puppy is sliding backwards along the floor.	A puppy is pushing itself backwards.	3.8
4905	4948	main-news	headlines	2014	741	none	none	Kenyan forces caused mall collapse	Official says Kenyan forces caused mall collapse	5.0
3337	3365	main-news	MSRpar	2012train	634	none	none	Stanford (46-15) plays South Carolina (44-20) today in a first-round game at Rosenblatt Stadium in Omaha, Neb.	Stanford (46-15) plays South Carolina (44-20) on Friday in the opening game of the double-elimination tournament.	3.333
3650	3693	main-news	deft-news	2014	243	none	none	putin announced that the cfe treaty does not duly protect russia's security interests.	the cfe treaty does not duly protect the russian federation's security interests.	3.6
3136	3162	main-news	MSRpar	2012train	320	none	none	"The network is also dropping its Friday night ""Dateline"" edition."	"The network will drop one edition of ""Dateline,"" its newsmagazine franchise."	3.857
1134	1134	main-captions	images	2014	196	none	none	A brown horse grazing in a field of green grass.	Brown horse standing in middle of grassy field.	4.0
4147	4190	main-news	headlines	2013	549	none	none	ArQule, Daiichi stop lung cancer trial, shares tank	ArQule stock plunges as lung cancer study shelved	3.4
1365	1365	main-captions	images	2014	538	none	none	A white plane on the runway.	A white airplane is on a runway.	4.8
