	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
1672	1672	main-captions	images	2015	517	none	none	Two dogs playing with a ball in a puddle.	Two dogs stand in a puddle, and one has a yellow tennis ball.	3.8
4874	4917	main-news	headlines	2014	706	none	none	Death toll rises to 6 as Storm Xaver batters northern Europe	Storm death toll rises as wind, rain batters north. Europe	3.2
4982	5025	main-news	headlines	2015	172	none	none	Nazi Gestapo chief 'buried in Jewish cemetery'	Nazi chief buried in Jewish cemetary	4.8
4881	4924	main-news	headlines	2014	715	none	none	Syrian troops push into strategic rebelheld town	Syrian army pushes assault on rebel-held town	4.0
4887	4930	main-news	headlines	2014	721	none	none	ISAF soldier killed in Afghan 'insider attack'	British soldier shot dead in Afghan ‘insider attack’	4.0
4612	4655	main-news	headlines	2014	375	none	none	Israeli soldier hits Palestinian child in Hebron	Israeli soldiers kill Palestinian woman in West Bank	1.2
780	780	main-captions	MSRvid	2012train	417	none	none	A man is preparing a hanging rope.	A man is tying a noose.	4.667
2822	2846	main-news	MSRpar	2012test	596	none	none	British police arrested 21 people early Tuesday in connection with the suspected ritual murder of an African boy whose torso was found in the Thames River.	Police have arrested 21 people in connection with the murder of a young Nigerian child whose headless and limbless torso was found floating in the river Thames.	3.5
161	161	main-captions	MSRvid	2012test	238	none	none	A man is playing a guitar.	A man is stabbing a target.	1.2
658	658	main-captions	MSRvid	2012train	241	none	none	A man is dangling a mouse near a snake.	A man is feeding a mice to a snake.	3.2
