	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
206	206	main-captions	MSRvid	2012test	300	none	none	Two men are talking.	Two men are playing guitar.	1.5
967	967	main-captions	MSRvid	2012train	699	none	none	A man is chopping butter into a container.	A woman is cutting shrimps.	0.6
2108	2111	main-forum	deft-forum	2014	111	none	none	Double Jeopardy actually enforces a jury nullification.	As far as legality goes I can use jury nullification.	2.2
4915	4958	main-news	headlines	2015	4	none	none	Feds move to require car-to-car safety communication	Guatemala overturns former dictator's genocide conviction	0.0
2462	2465	main-news	MSRpar	2012test	29	none	none	Microsoft acquired Virtual PC when it bought the assets of Connectix earlier this year.	Microsoft acquired Virtual PC from its developer, Connectix, earlier this year.	4.4
2266	2269	main-forum	deft-forum	2014	269	none	none	@Frank Apisa, What you want to call it is up to you.	@Cyracuz, What you want to call it is up to you.	2.5
964	964	main-captions	MSRvid	2012train	694	none	none	A child is walking down the street as a jeep pulls up.	A woman is walking along a road and a man in a motorcar pulls up beside her.	1.4
5240	5283	main-news	headlines	2015	816	none	none	China yuan weakens to 6.1535 against USD	China yuan strengthens to new high against USD	2.0
723	723	main-captions	MSRvid	2012train	327	none	none	A woman is peeling a potato.	A woman is hitting a man.	0.75
5526	5569	main-news	headlines	2016	149	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Couple marry in the UK's first Scientology wedding	Couple get married in Britain's first Scientology wedding	5.0
