	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
642	642	main-captions	MSRvid	2012train	217	none	none	The man is playing the guitar.	The man is playing with a skull.	1.0
5001	5044	main-news	headlines	2015	221	none	none	Police fire tear gas at protesters in Bangkok	Police fire tear gas at protesters	3.0
1047	1047	main-captions	images	2014	66	none	none	Black and white cat lying under bush.	The black and white cat with yellow eyes lounges in the dirt.	2.4
1135	1135	main-captions	images	2014	197	none	none	A pot of liquid is at the center of a tinfoil covered plate.	A pot of food is placed in the center of a red tablecloth.	1.4
5285	5328	main-news	headlines	2015	929	none	none	Hijacker arrested after plane lands at Geneva Airport	Hijacked aircraft lands in Geneva	3.0
4552	4595	main-news	headlines	2014	306	none	none	Obama holds talks over Syria action	Cameron loses parliamentary vote on Syria military action	1.4
1110	1110	main-captions	images	2014	151	none	none	A motorcycle parked next to a car.	A BMW motorcycle parked between two cars.	3.0
2786	2810	main-news	MSRpar	2012test	546	none	none	The notification was first reported Friday by MSNBC.	MSNBC.com first reported the CIA request on Friday.	3.0
504	504	main-captions	MSRvid	2012train	26	none	none	A cat opens a drawer and climbs inside.	A cat is opening a drawer and climbing inside.	5.0
1606	1606	main-captions	images	2015	337	none	none	A white dog runs through a field of yellow flowers.	A dog with a red collar runs in a forest in the middle of winter.	1.6
1139	1139	main-captions	images	2014	202	none	none	Four Asian young people sitting in a den or living room.	A girl sitting in a living chair.	0.8
3746	3789	main-news	headlines	2013	48	none	none	Malawi Officially Confirms President's Death	Malawi confirms President Mutharika's death	3.6
2691	2706	main-news	MSRpar	2012test	395	none	none	The vulnerability affects Windows NT 4.0, NT 4.0 Terminal Services Edition, XP and 2000, as well as Windows Server 2003.	Microsoft issued a patch for the vulnerability, which affects Windows NT 4.0, Windows NT 4.0 Terminal Services Edition, Windows 2000, Windows XP and Windows Server 2003.	2.75
252	252	main-captions	MSRvid	2012test	377	none	none	People step off a train.	A group of people get off a train.	4.6
1447	1447	main-captions	images	2014	673	none	none	A couple holds a baby.	Couple with newborn baby.	4.2
2430	2433	main-forum	deft-forum	2014	433	none	none	Edited by LashL: Edited to properly mask profanity.	Edited by LashL: Edited to properly mask profanity in quoted post.	4.8
1561	1561	main-captions	images	2015	213	none	none	A girl is wearing a purple sash and matching skirt.	A group of girls stands wearing jean skirts and superman shirts.	1.6
5229	5272	main-news	headlines	2015	788	none	none	At least two killed in southern Egypt clash	At least 18 killed in North Caucasus train station blast	0.4
2123	2126	main-forum	deft-forum	2014	126	none	none	My niece is married to a black man.	My great niece is half black.	1.4
2030	2033	main-forum	deft-forum	2014	33	none	none	"Martin said, ""Why are you following me?"""	"Zimmerman replied, ""What are you doing here?"""	0.8
5167	5210	main-news	headlines	2015	646	none	none	Colourful support at World Cup in Brazil	Merkel to attend World Cup final	1.2
610	610	main-captions	MSRvid	2012train	167	none	none	A baby elephant is eating.	A baby elephant eats a sapling.	3.615
1167	1167	main-captions	images	2014	242	none	none	A women and small child sitting at a dinner table smiling at the camera.	A small cat laying on a wooden beam looking up at the camera.	0.4
2988	3012	main-news	MSRpar	2012train	86	none	none	Vivendi shares closed 3.8 percent up in Paris at 15.78 euros.	Vivendi shares were 0.3 percent up at 15.62 euros in Paris at 0841 GMT.	2.6
4256	4299	main-news	headlines	2013	686	none	none	Two killed in new Israeli strike on Gaza: medics	5 die in strikes on Gaza, militants barrage Israel	2.0
5457	5500	main-news	headlines	2015	1380	none	none	Ukraine leader pledges crisis talks	Ukraine Leader Pledges Crisis Talks	5.0
3571	3614	main-news	deft-news	2014	164	none	none	myanmar is a military state.	myanmar has a military junta.	3.0
5159	5202	main-news	headlines	2015	630	none	none	North Korea says to restart nuclear reactor	North Korea Offers Talks: Complex May Re-Open	3.6
5699	5742	main-news	headlines	2016	1443	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	France shuts mosque, arrests man in crackdown after attacks	Security tightened at New Delhi churches after attacks	2.0
1880	1880	main-captions	images	2015	1166	none	none	The man is standing on the shore hitting a ball with a paddle.	Two teenage girls are standing on beside the beach listening to ipods.	0.8
5251	5294	main-news	headlines	2015	844	none	none	Gunmen kill 10 in Philippine political violence	Five killed in Philippines volcano eruption	0.6
5114	5157	main-news	headlines	2015	510	none	none	Suicide bomber kills 20 in Iraq	Suicide bomber attacks primary school in Iraq, kills 15	3.0
389	389	main-captions	MSRvid	2012test	589	none	none	Someone is pouring ingrediants into a pot.	A man puts vegetables into a pot.	2.8
3729	3772	main-news	headlines	2013	25	none	none	Quartet calls on Israelis, Palestinians to end irritants	Occupation to confiscate 30 dunums of Palestinian land in Deir Estia	1.4
5101	5144	main-news	headlines	2015	483	none	none	Bradley Manning-WikiLeaks case turns to sentencing	Manning WikiLeaks case turns to sentencing phase	5.0
2557	2566	main-news	MSRpar	2012test	197	none	none	Brian Brabazon said his son would get upset but then turn around and befriend his taunters.	Her son would get upset, his mom said, but then turn around and befriend his taunters.	3.2
1290	1290	main-captions	images	2014	428	none	none	Three people sitting at dinner table smiling at camera.	Two elderly women sit at a dinner table with a man.	2.0
4419	4462	main-news	headlines	2014	144	none	none	Gunmen kill nine people in northwest Pakistan	Militants kill 6 soldiers in northwest Pakistan	2.6
737	737	main-captions	MSRvid	2012train	348	none	none	A man is eating bread.	A man is playing flute.	0.8
4855	4898	main-news	headlines	2014	682	none	none	Iranian exiles report deaths in Iraq camp	At least 47 Iranian exiles killed at Iraq's Camp Ashraf	3.0
3153	3179	main-news	MSRpar	2012train	355	none	none	Besides Hampton and Newport News, the grant funds water testing in Yorktown, King George County, Norfolk and Virginia Beach.	The grant also funds beach testing in King George County, Norfolk and Virginia Beach.	3.0
2395	2398	main-forum	deft-forum	2014	398	none	none	Sadly Ford did accept taxpayer money.	Ford didn't accept taxpayer money to save the company.	2.8
3256	3283	main-news	MSRpar	2012train	510	none	none	They later fell out and have backed a series of rival Congolese militias in recent years.	The two invading countries later fell out, and have since backed rival factions.	3.5
1573	1573	main-captions	images	2015	234	none	none	Three children and playing and laughing on the floor.	Three children playing on the floor.	3.8
3057	3081	main-news	MSRpar	2012train	188	none	none	The leading actress nod went to energetic newcomer Marissa Jaret Winokur as Edna's daughter Tracy.	Marissa Jaret Winokur, as Tracy, won for best actress in a musical.	4.0
2155	2158	main-forum	deft-forum	2014	158	none	none	ALL of the electrical energy comes from the battery.	ALL of the electrical energy ultimately comes from the alternator.	2.4
5474	5517	main-news	headlines	2015	1413	none	none	US delays missile test as tensions rise	William Hague: US decision to halt missile test 'sensible'	3.4
5174	5217	main-news	headlines	2015	662	none	none	Birthday of DPRK to Be Celebrated in Peru	Curiosity Rover Celebrates 1 Year on Mars	0.4
5163	5206	main-news	headlines	2015	638	none	none	More rain hampers Indian flood rescue	US tourist gang-raped in northern India: Police	0.4
1345	1345	main-captions	images	2014	505	none	none	A small child smiling at the camera.	A small child sits on a cement wall near white flower.	1.6
2077	2080	main-forum	deft-forum	2014	80	none	none	Is it legal to grow?	Yes, it's legal to grow.	2.6
3240	3267	main-news	MSRpar	2012train	487	none	none	This led to the recovery of the 270-kilogram Cancuen altar, announced on Wednesday by the Vanderbilt University in Nashville and the National Geographic Society.	This led last month to the recovery of the 600-pound Cancun altar, Vanderbilt University in Nashville and the National Geographic Society announced Wednesday.	3.25
3294	3322	main-news	MSRpar	2012train	572	none	none	After that, college President Paul Pribbenow told him to wrap up his speech.	After Hedges' microphone was unplugged for a second time, Pribbenow told him to wrap up his speech.	3.4
3807	3850	main-news	headlines	2013	125	none	none	The Note's Must Reads for Wednesday July 4, 2012	The Note's Must-Reads for Wednesday, May 30, 2012	2.0
5228	5271	main-news	headlines	2015	786	none	none	Updated - Two explosions near finish line of Boston Marathon	Two explosions at Boston Marathon finish line	5.0
1841	1841	main-captions	images	2015	1051	none	none	The brown and white dog is walking in shallow waters.	A white and brown dog appears to be walking on the water.	4.6
3726	3769	main-news	headlines	2013	22	none	none	Three Tibetans self-immolate in western China: report	7 Tibetans self-immolate in China	2.4
1216	1216	main-captions	images	2014	323	none	none	A man on a mountain bike going down an incline.	This is a man riding a mountain bike over rocks on a clear day.	3.2
1041	1041	main-captions	images	2014	60	none	none	A bird holding on to a metal gate.	A multi-colored bird clings to a wire fence.	3.2
3134	3160	main-news	MSRpar	2012train	317	none	none	I notice a mood change in their priorities, one politician said.	I notice a mood change in their priorities, said one Iraqi politician after meeting with Mr. Bremer.	3.333
2095	2098	main-forum	deft-forum	2014	98	none	none	Dutchy Has anyone heard from Dutchy?	@NickFun, Has anyone heard from Dutchy?	3.6
2472	2475	main-news	MSRpar	2012test	44	none	none	It can store more than a gigabyte of information equivalent to around 12 hours of music in one cubic centimetre.	And it can store more than a gigabyte of information - equivalent to 1,000 high quality images or around 12 hours of music - in just one cubic centimetre.	3.846
4044	4087	main-news	headlines	2013	416	none	none	Obama and Romney focus on swing-states	Team Anna yet to decide on contesting state polls	0.4
1543	1543	main-captions	images	2015	161	none	none	A dog swimming with a stick in it's mouth.	A dog running with a stick in it's mouth.	2.6
1299	1299	main-captions	images	2014	439	none	none	A large black bird is sitting in the water.	The birds are swimming in the water.	2.6
2807	2831	main-news	MSRpar	2012test	576	none	none	The flamboyant entrepreneur flagged the plan after a meeting in London with Australian Tourism Minister Joe Hockey.	Sir Richard was speaking after a meeting in London with Australian Tourism Minister Joe Hockey.	2.8
2971	2995	main-news	MSRpar	2012train	60	none	none	The University of Michigan released today a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates.	The University of Michigan plans to release a new undergraduate admissions policy Thursday after its acceptance requirements were rejected by the U.S. Supreme Court in June.	4.2
4369	4412	main-news	headlines	2014	83	none	none	Shots, Explosions Heard as Thais Continue Protest in Bangkok	Gunshots, explosions rock Thai protest day ahead of polls	2.6
4342	4385	main-news	headlines	2014	46	none	none	Boeing airliner crashes in Russia, 50 killed	Boeing airliner crashes in Russian city of Kazan, 50 killed	3.8
3426	3469	main-news	deft-news	2014	19	none	none	the african union has proposed a peacekeeping mission to help somalia's struggling transitional government stabilize somalia.	the african union has proposed a peacekeeping mission to aid the struggling transitional government in stabilizing somalia, particularly after the withdrawal of ethiopian forces.	3.6
1863	1863	main-captions	images	2015	1125	none	none	A girl with a black purse sitting on a wooden bench.	A young woman with a black purse sits on a wooden bench.	4.6
2968	2992	main-news	MSRpar	2012train	57	none	none	Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder.	A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday.	4.8
3165	3191	main-news	MSRpar	2012train	379	none	none	Hispanics, the fastest growing ethnic group in the US, have overtaken blacks to become the largest minority in the US, according to newly released government figures.	Hispanics have officially overtaken African Americans as the largest minority group in the US, according to a report released by the US Census Bureau.	3.5
3861	3904	main-news	headlines	2013	192	none	none	Romney wins Maine Republican caucuses	Romney, in comeback, has narrow Maine caucus win	3.8
3064	3088	main-news	MSRpar	2012train	204	none	none	The British Foreign Office said Monday that coalition authorities in Iraq were pleased that the men were freed.	The British Foreign Office said it had mediated the two men's release.	2.6
4904	4947	main-news	headlines	2014	740	none	none	'Whitey' Bulger given two consecutive life terms	Whitey Bulger gets life for racketeering, killings	3.2
669	669	main-captions	MSRvid	2012train	252	none	none	A woman is adding ingredients to a bowl.	A woman is cracking three eggs into a bowl.	1.75
1613	1613	main-captions	images	2015	350	none	none	A man in a white suit walks down the street holding a newspaper.	A man in a white suit walks outside carrying a newspaper.	4.6
5013	5056	main-news	headlines	2015	259	none	none	Syrian army retakes Crusader castle from rebels	Syrian army retakes historic Crusader castle	4.6
484	484	main-captions	MSRvid	2012test	735	none	none	A small guinea pig is gnawing and eating a piece of carrot on the floor.	A Guinea pig eats a carrot.	3.5
5068	5111	main-news	headlines	2015	406	none	none	Syrian war seen dragging on for years	Syria regime releases hundreds of prisoners	1.0
5466	5509	main-news	headlines	2015	1395	none	none	Italian fugitive arrested in Dominican Republic	Australian icebreaker arrives in East Antarctica for new rescue bid	0.0
57	57	main-captions	MSRvid	2012test	84	none	none	A man is playing the drums.	A man plays the drum.	5.0
3357	3385	main-news	MSRpar	2012train	661	none	none	Among those waiting a turn was Jodie Singer, a sixth-grader from Washington, D.C.	Jodie Singer, a sixth-grader from Washington, D.C., anxiously awaited her turn at the microphone.	3.75
