	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
5580	5623	main-news	headlines	2016	601	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Mandela remembered by family, as stadium memorial service is planned	Mandela's family thanks nation and world for support	1.0
4236	4279	main-news	headlines	2013	659	none	none	Al-Qaida says it captures 70 Yemeni soldiers in Abyan's battle	Al Qaeda clashes, blasts kill 35 soldiers in Yemen	1.4
5087	5130	main-news	headlines	2015	445	none	none	France to ban child beauty pageants	Facebook to test mobile payments service	0.4
1489	1489	main-captions	images	2014	735	none	none	A blue bird perched on a gloved hand.	A bird is perched on a person's gloved hand.	4.4
4887	4930	main-news	headlines	2014	721	none	none	ISAF soldier killed in Afghan 'insider attack'	British soldier shot dead in Afghan ‘insider attack’	4.0
2646	2655	main-news	MSRpar	2012test	324	none	none	A judge ordered the child placed in state custody Aug. 8.	On Aug. 8, Juvenile Court Judge Robert Yeates ordered that Parker be placed in protective custody.	3.2
4502	4545	main-news	headlines	2014	245	none	none	Egyptians vote on divisive constitution	Egyptians vote on constitution change	4.0
377	377	main-captions	MSRvid	2012test	570	none	none	A group of people sing.	Some people are singing.	5.0
1252	1252	main-captions	images	2014	370	none	none	The bird is sitting on the branch.	The sheep is standing under the trees.	0.0
2471	2474	main-news	MSRpar	2012test	42	none	none	They found molecules that can only be produced when ozone breaks down cholesterol.	And all of the samples contained molecules that can only be produced when cholesterol interacts with ozone.	4.25
1478	1478	main-captions	images	2014	717	none	none	Group of elderly people sitting around a table.	A group of elderly people pose around a dining table.	3.4
822	822	main-captions	MSRvid	2012train	483	none	none	A man is playing the trumpet.	Someone is playing with a toad.	0.8
766	766	main-captions	MSRvid	2012train	391	none	none	A woman is slicing a lemon.	A man is showing a bread.	0.25
4456	4499	main-news	headlines	2014	187	none	none	Turkish PM urges to end protests in Istanbul	Turkish police fire teargas at protesters in Istanbul	2.8
5021	5064	main-news	headlines	2015	274	none	none	Dozens killed in Russian plane crash	Ten killed in Alaska plane crash	1.4
5655	5698	main-news	headlines	2016	1168	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Rooney helps Man United beat Everton 3-0 in Premier League	West Ham beats Newcastle 2-0 in Premier League	1.0
3128	3154	main-news	MSRpar	2012train	304	none	none	The report by the independent expert committee aims to dissipate any suspicion about the Hong Kong government's handling of the SARS crisis.	A long awaited report on the Hong Kong government's handling of the SARS outbreak has been released.	2.75
2300	2303	main-forum	deft-forum	2014	303	none	none	"What was the ""answer"" in Chicago?"	What will be the response in California?	1.2
2042	2045	main-forum	deft-forum	2014	45	none	none	How exactly is Germany being 'punished' for the stupidity of WW?	How exactly are they being punished?	1.4
610	610	main-captions	MSRvid	2012train	167	none	none	A baby elephant is eating.	A baby elephant eats a sapling.	3.615
2236	2239	main-forum	deft-forum	2014	239	none	none	Atlas Shrugged It's also a stellar performer in terms of blithering idiocy.	It's also a stellar performer in terms of blithering idiocy.	3.6
