	index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
3915	3958	main-news	headlines	2013	257	none	none	Sheryl Crow says has benign brain tumor	Sheryl Crow Has a Benign Brain Tumor	4.6
3564	3607	main-news	deft-news	2014	157	none	none	a report issued by security software vendor mcafee inc., said government-affiliated hackers in china are at the forefront of a brewing cyber cold war.	government-affiliated hackers in china are at the forefront of a burgeoning cyber cold war.	3.4
1903	1903	main-captions	images	2015	1223	none	none	A group of men playing brass instruments.	A group of guys play instruments outside.	3.4
4565	4608	main-news	headlines	2014	323	none	none	UK police say no terrorism link to helicopter crash	China police seek eight suspects over crash	1.0
3703	3746	main-news	deft-news	2014	296	none	none	iguaran stated that the detainees will be accused of homicide, criminal collaboration, kidnappings and the funding of terrorism.	iguaran stated that the detainees were also involved in the murders of police members of an anti-kidnapping group.	3.8
271	271	main-captions	MSRvid	2012test	403	none	none	The man is shooting an automatic rifle.	A man is shooting a gun.	3.8
4938	4981	main-news	headlines	2015	66	none	none	Thai junta amasses security force to smother Bangkok protests	Thai junta security forces stay in barracks as protests dwindle	1.8
819	819	main-captions	MSRvid	2012train	480	none	none	A puppy is repeatedly rolling from side to side while on its back.	A dog is rolling from side to side.	3.5
4135	4178	main-news	headlines	2013	533	none	none	Chicago teacher strike nears end with 'framework' agreement in place	General strike ends: Histadrut, Treasury reach agreement	0.8
1147	1147	main-captions	images	2014	212	none	none	A passenger train coming into a station.	A large bird is flying through the air.	0.0
2875	2899	main-news	MSRpar	2012test	676	none	none	But Senate criticism of the House plan Tuesday came on several fronts.	And several Senate Republicans are cranky about the House map.	2.75
796	796	main-captions	MSRvid	2012train	444	none	none	A boy played a keyboard.	A person is playing a piano keyboard.	3.2
3469	3512	main-news	deft-news	2014	62	none	none	russia ratified the amended treaty.	russia ratified the updated treaty in 2004.	3.4
5541	5584	main-news	headlines	2016	255	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Thai army declares martial law	Thailand's army declares martial law, denies coup	3.0
2357	2360	main-forum	deft-forum	2014	360	none	none	Is it possible his home was affected and the school was not?	Sure, it is possible his home was affected, but not the school.	3.2
4055	4098	main-news	headlines	2013	432	none	none	Avengers sets box office record	The Hunger Games breaks US box office record	1.2
4506	4549	main-news	headlines	2014	250	none	none	Chairman of easyJet to step down	Chairman of British no-frills airline easyJet to step down	4.2
5076	5119	main-news	headlines	2015	419	none	none	Janet Yellen to become first woman to lead the Federal Reserve	US Senate confirms Janet Yellen as US Federal Reserve chief	4.6
1809	1809	main-captions	images	2015	935	none	none	A person in a red vest is touching the blue ice skates on another person.	A lady fastens someone's ice skates in the snow.	2.2
4319	4362	main-news	headlines	2014	18	none	none	Israel planes strike inside Syria	Israel launches airstrike into Syria	4.6
1239	1239	main-captions	images	2014	350	none	none	Three bottles are on a table.	Old green bottle sitting on a table.	2.4
5132	5175	main-news	headlines	2015	556	none	none	US, Afghan govt to hold peace talks with Taliban	Pakistan holds direct talks with Taliban	2.0
2369	2372	main-forum	deft-forum	2014	372	none	none	Yet you didn't have to declare it.	And you didn't have to.	2.0
4703	4746	main-news	headlines	2014	496	none	none	Five foreigners sentenced to death for drug smuggling in Egypt	Egypt sentences Pakistani amid 5 to death for drug smuggling	4.2
1400	1400	main-captions	images	2014	596	none	none	A building with a temporary sign over the entrance to its parking lot.	Road with the rear image of the tail lights of a bus.	0.2
5256	5299	main-news	headlines	2015	858	none	none	Conmen dressed as women steal cash	CCTV: York conmen dress as women to trick pensioners	3.8
1780	1780	main-captions	images	2015	854	none	none	Three dogs are playing in the water.	Three dogs swim in the water.	4.2
1794	1794	main-captions	images	2015	881	none	none	A small boy playing in the snow.	The brown and white dog is playing in the snow.	1.6
1818	1818	main-captions	images	2015	972	none	none	A brown dog jumping into the air to catch a ball.	three young woman jumping into the air to catch a ball.	0.6
645	645	main-captions	MSRvid	2012train	223	none	none	a group of people dancing	A group of men are dancing.	3.4
1306	1306	main-captions	images	2014	446	none	none	A close-up of a black train engine.	Close up of a white sheep with a black head.	0.0
2998	3022	main-news	MSRpar	2012train	99	none	none	The officials did not say whether U.S. forces crossed into Syrian territory and were vague about how the Syrian border guards became involved.	U.S. officials did not say whether American forces, who were acting on intelligence, crossed into Syrian territory and were vague about how the Syrian guards were involved.	4.0
49	49	main-captions	MSRvid	2012test	72	none	none	A boy is playing guitar.	A man is playing a guitar.	3.2
4499	4542	main-news	headlines	2014	240	none	none	N Korea to halt work at joint industrial zone	North Korea blocks access to joint industrial zone	4.0
4111	4154	main-news	headlines	2013	502	none	none	Edwards Acquitted on 1 Count, Mistrial on Others	Edwards found not guilty on one count; mistrial on others	4.6
4578	4621	main-news	headlines	2014	338	none	none	Honduran ambassador to Colombia sacked after wild party	Honduras ambassador resigns after alleged embassy orgy	3.6
3826	3869	main-news	headlines	2013	150	none	none	Syria urges refugees to return	Syria's tenuous truce takes hold	1.0
384	384	main-captions	MSRvid	2012test	584	none	none	A woman is adding pasta to a pot of water.	A woman is making noodles.	3.6
1580	1580	main-captions	images	2015	252	none	none	A dog runs through the grass.	A dog runs through the snow.	2.2
3831	3874	main-news	headlines	2013	156	none	none	Nissan to sell steer-by-wire cars	Nissan to offer steer-by-wire systems in some Infiniti cars	4.0
2912	2936	main-news	MSRpar	2012test	722	none	none	"University of Michigan President Mary Sue Coleman said in a statement on the university's Web site, ""Our fundamental values haven't changed."	Our fundamental values haven't changed, Mary Sue Coleman, president of the university, said in a statement in Ann Arbor.	4.0
2671	2686	main-news	MSRpar	2012test	369	none	none	Two officials initially said about 300 workers had been arrested at 61 stores in 21 states.	But the officials later revised the numbers and said about 250 had been arrested at some 60 stores.	2.4
4756	4799	main-news	headlines	2014	561	none	none	Bangladesh building collapse death toll hits 359	Indian building collapse death toll rises to 72	0.8
1410	1410	main-captions	images	2014	608	none	none	An orange kitten lay on a leather couch.	Young couple sitting on a black couch.	0.8
1293	1293	main-captions	images	2014	431	none	none	A red and blue plane flying with its landing gears down.	A WWII fighter plane with its landing gear down.	3.2
3605	3648	main-news	deft-news	2014	198	none	none	the south african government maintains very good relations with the united states government.	the cfe is 1 of several issues negatively impacting russia's relations with the united states and europe.	1.2
2738	2762	main-news	MSRpar	2012test	472	none	none	The Boston Archdiocese has faced waves of scandal that have not only angered victims' advocates but parishioners and some priests.	The waves of scandal angered not only victims' advocates but parishioners and some priests, to the point that Law could no longer run the archdiocese.	3.0
5303	5346	main-news	headlines	2015	972	none	none	Ride operator charged in N.C. fair accident	N.C. State Fair ride operator arrested after accident	4.4
247	247	main-captions	MSRvid	2012test	369	none	none	The boy is playing the piano.	A boy plays a piano.	5.0
4631	4674	main-news	headlines	2014	400	none	none	Nato troops kill two Afghan children	NATO strike kills 11 Afghan children	3.0
3746	3789	main-news	headlines	2013	48	none	none	Malawi Officially Confirms President's Death	Malawi confirms President Mutharika's death	3.6
5573	5616	main-news	headlines	2016	561	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Rallies demand 'Justice for Trayvon'	Across US, people rally for 'Justice for Trayvon'	4.0
5471	5514	main-news	headlines	2015	1408	none	none	Egyptian protesters issue Morsi resignation ultimatum	Ukraine protesters battle police in new clashes	0.4
5620	5663	main-news	headlines	2016	903	Europe Media Monitor (http://emm.newsbrief.eu)	Europe Media Monitor (http://emm.newsbrief.eu)	Headlines in major Iranian newspapers on Sept 27	Headlines in several Iranian newspapers on Oct 19	3.0
